location,province,area_sqm,bedrooms,bathrooms,price_php,price_per_sqm_php,property_type,distance_to_beach_km,tourism_density_score,infrastructure_score,employment_zone_score,flood_risk_score,cultural_premium_factor,quarter,year
Bauang - Coastal,La Union,100,1,1,3344000.0,33444.0,Townhouse,1.0,6.5,6.2,4.0,0.25,0.04,Q2,2023
Iloilo Business Park - Megaworld,Iloilo,85,2,1,7668000.0,90209.0,Condo,15.0,5.5,9.2,9.5,0.05,0.08,Q1,2023
Bauang - Inland,La Union,60,1,2,1213000.0,20221.0,Townhouse,4.0,4.5,5.5,4.0,0.1,0.01,Q3,2023
San Juan - Surf Town,La Union,180,6,7,6160000.0,34224.0,Townhouse,0.5,8.8,6.8,4.0,0.18,0.08,Q2,2024
San Juan - Beach District,La Union,42,1,1,1639000.0,39017.0,House,0.2,9.2,7.0,4.0,0.15,0.1,Q1,2024
San Fernando City,La Union,120,2,2,2836000.0,23635.0,Townhouse,5.0,5.2,7.2,4.0,0.12,0.02,Q4,2024
Diversion Road Corridor,Iloilo,30,1,2,1629000.0,54294.0,Townhouse,11.0,4.0,8.0,7.5,0.12,0.03,Q1,2024
Bauang - Inland,La Union,60,2,2,1342000.0,22360.0,Townhouse,4.0,4.5,5.5,4.0,0.1,0.01,Q4,2024
Jaro - Residential,Iloilo,72,2,1,3401000.0,47238.0,House,14.0,3.5,7.0,6.5,0.15,0.03,Q2,2023
Diversion Road Corridor,Iloilo,72,2,1,3788000.0,52605.0,Condo,11.0,4.0,8.0,7.5,0.12,0.03,Q4,2023
Jaro - Residential,Iloilo,150,3,4,6043000.0,40286.0,Condo,14.0,3.5,7.0,6.5,0.15,0.03,Q2,2024
San Juan - Beach District,La Union,50,2,2,2021000.0,40428.0,Townhouse,0.2,9.2,7.0,4.0,0.15,0.1,Q4,2024
Molo - Heritage District,Iloilo,100,1,2,5215000.0,52152.0,Condo,5.0,5.0,6.5,5.8,0.2,0.05,Q3,2024
Bauang - Coastal,La Union,180,6,5,6711000.0,37281.0,House,1.0,6.5,6.2,4.0,0.25,0.04,Q2,2023
Bauang - Inland,La Union,30,1,1,652000.0,21722.0,Townhouse,4.0,4.5,5.5,4.0,0.1,0.01,Q1,2024
Molo - Heritage District,Iloilo,72,2,2,3308000.0,45948.0,House,5.0,5.0,6.5,5.8,0.2,0.05,Q2,2023
Bauang - Inland,La Union,150,5,4,3383000.0,22556.0,Condo,4.0,4.5,5.5,4.0,0.1,0.01,Q4,2023
Jaro - Residential,Iloilo,120,3,4,5476000.0,45631.0,House,14.0,3.5,7.0,6.5,0.15,0.03,Q1,2024
Diversion Road Corridor,Iloilo,30,1,1,1604000.0,53470.0,House,11.0,4.0,8.0,7.5,0.12,0.03,Q4,2024
San Fernando City,La Union,120,3,2,3619000.0,30156.0,Condo,5.0,5.2,7.2,4.0,0.12,0.02,Q1,2024
Mandurriao - CBD Fringe,Iloilo,85,2,3,4862000.0,57195.0,Condo,12.0,4.5,8.5,8.0,0.1,0.04,Q3,2023
Jaro - Residential,Iloilo,60,2,2,2883000.0,48048.0,Townhouse,14.0,3.5,7.0,6.5,0.15,0.03,Q4,2023
Diversion Road Corridor,Iloilo,150,4,5,7139000.0,47597.0,Townhouse,11.0,4.0,8.0,7.5,0.12,0.03,Q1,2024
Iloilo Business Park - Megaworld,Iloilo,180,5,4,12404000.0,68909.0,House,15.0,5.5,9.2,9.5,0.05,0.08,Q1,2024
San Fernando City,La Union,100,3,4,2945000.0,29449.0,Townhouse,5.0,5.2,7.2,4.0,0.12,0.02,Q1,2023
Molo - Heritage District,Iloilo,60,1,1,2447000.0,40776.0,House,5.0,5.0,6.5,5.8,0.2,0.05,Q4,2024
Bauang - Inland,La Union,150,3,4,3699000.0,24657.0,Townhouse,4.0,4.5,5.5,4.0,0.1,0.01,Q3,2024
San Fernando City,La Union,100,1,1,2346000.0,23461.0,Townhouse,5.0,5.2,7.2,4.0,0.12,0.02,Q4,2024
Mandurriao - CBD Fringe,Iloilo,30,1,1,1731000.0,57698.0,Townhouse,12.0,4.5,8.5,8.0,0.1,0.04,Q4,2024
Bauang - Coastal,La Union,60,1,1,2259000.0,37644.0,Townhouse,1.0,6.5,6.2,4.0,0.25,0.04,Q2,2023
San Juan - Surf Town,La Union,150,4,5,6443000.0,42951.0,House,0.5,8.8,6.8,4.0,0.18,0.08,Q3,2024
San Juan - Surf Town,La Union,180,6,7,6212000.0,34511.0,House,0.5,8.8,6.8,4.0,0.18,0.08,Q3,2023
Bauang - Inland,La Union,120,2,2,2864000.0,23865.0,House,4.0,4.5,5.5,4.0,0.1,0.01,Q2,2024
San Fernando City,La Union,85,3,3,2776000.0,32657.0,Condo,5.0,5.2,7.2,4.0,0.12,0.02,Q3,2023
Bauang - Coastal,La Union,72,2,2,2850000.0,39587.0,House,1.0,6.5,6.2,4.0,0.25,0.04,Q2,2023
Bauang - Inland,La Union,85,1,2,1879000.0,22106.0,Condo,4.0,4.5,5.5,4.0,0.1,0.01,Q2,2024
San Fernando City,La Union,42,1,1,1063000.0,25317.0,House,5.0,5.2,7.2,4.0,0.12,0.02,Q4,2024
Diversion Road Corridor,Iloilo,60,2,2,2728000.0,45459.0,Townhouse,11.0,4.0,8.0,7.5,0.12,0.03,Q3,2024
Mandurriao - CBD Fringe,Iloilo,180,5,5,12462000.0,69231.0,Condo,12.0,4.5,8.5,8.0,0.1,0.04,Q3,2023
Jaro - Residential,Iloilo,85,2,1,3470000.0,40825.0,Condo,14.0,3.5,7.0,6.5,0.15,0.03,Q3,2023
Jaro - Residential,Iloilo,120,3,3,5486000.0,45719.0,Condo,14.0,3.5,7.0,6.5,0.15,0.03,Q1,2023
Bauang - Inland,La Union,150,5,5,3760000.0,25068.0,Townhouse,4.0,4.5,5.5,4.0,0.1,0.01,Q1,2024
Molo - Heritage District,Iloilo,85,2,3,3089000.0,36342.0,House,5.0,5.0,6.5,5.8,0.2,0.05,Q2,2023
Jaro - Residential,Iloilo,150,3,2,5711000.0,38073.0,Townhouse,14.0,3.5,7.0,6.5,0.15,0.03,Q3,2023
Mandurriao - CBD Fringe,Iloilo,50,1,1,2479000.0,49588.0,Townhouse,12.0,4.5,8.5,8.0,0.1,0.04,Q4,2024
Jaro - Residential,Iloilo,85,2,1,3473000.0,40859.0,Condo,14.0,3.5,7.0,6.5,0.15,0.03,Q3,2023
San Fernando City,La Union,180,4,3,4100000.0,22778.0,House,5.0,5.2,7.2,4.0,0.12,0.02,Q2,2024
Bauang - Inland,La Union,42,1,1,1115000.0,26547.0,Condo,4.0,4.5,5.5,4.0,0.1,0.01,Q2,2024
Mandurriao - CBD Fringe,Iloilo,180,4,5,11925000.0,66249.0,Condo,12.0,4.5,8.5,8.0,0.1,0.04,Q1,2023
Mandurriao - CBD Fringe,Iloilo,72,2,1,4580000.0,63606.0,House,12.0,4.5,8.5,8.0,0.1,0.04,Q1,2024
Iloilo Business Park - Megaworld,Iloilo,42,2,2,3000000.0,71436.0,House,15.0,5.5,9.2,9.5,0.05,0.08,Q3,2024
Molo - Heritage District,Iloilo,50,1,1,1993000.0,39856.0,Townhouse,5.0,5.0,6.5,5.8,0.2,0.05,Q1,2023
Bauang - Inland,La Union,120,4,3,3485000.0,29038.0,Condo,4.0,4.5,5.5,4.0,0.1,0.01,Q1,2024
San Fernando City,La Union,180,4,5,5801000.0,32229.0,Condo,5.0,5.2,7.2,4.0,0.12,0.02,Q1,2024
San Juan - Surf Town,La Union,50,2,1,2011000.0,40215.0,Townhouse,0.5,8.8,6.8,4.0,0.18,0.08,Q4,2023
Bauang - Coastal,La Union,120,3,4,4328000.0,36068.0,House,1.0,6.5,6.2,4.0,0.25,0.04,Q2,2023
San Juan - Beach District,La Union,42,1,1,1625000.0,38680.0,Townhouse,0.2,9.2,7.0,4.0,0.15,0.1,Q2,2023
Mandurriao - CBD Fringe,Iloilo,60,1,1,3516000.0,58603.0,Townhouse,12.0,4.5,8.5,8.0,0.1,0.04,Q4,2024
Mandurriao - CBD Fringe,Iloilo,120,4,5,6485000.0,54040.0,House,12.0,4.5,8.5,8.0,0.1,0.04,Q1,2023
San Juan - Surf Town,La Union,120,4,4,4907000.0,40889.0,House,0.5,8.8,6.8,4.0,0.18,0.08,Q4,2024
Bauang - Inland,La Union,50,1,2,1137000.0,22739.0,Condo,4.0,4.5,5.5,4.0,0.1,0.01,Q1,2024
San Juan - Surf Town,La Union,100,3,3,4105000.0,41049.0,Condo,0.5,8.8,6.8,4.0,0.18,0.08,Q3,2023
Iloilo Business Park - Megaworld,Iloilo,120,2,3,8675000.0,72293.0,Townhouse,15.0,5.5,9.2,9.5,0.05,0.08,Q3,2024
Diversion Road Corridor,Iloilo,180,5,5,11835000.0,65751.0,Condo,11.0,4.0,8.0,7.5,0.12,0.03,Q1,2024
Jaro - Residential,Iloilo,72,3,4,3017000.0,41900.0,House,14.0,3.5,7.0,6.5,0.15,0.03,Q4,2023
Bauang - Coastal,La Union,150,4,3,5347000.0,35644.0,House,1.0,6.5,6.2,4.0,0.25,0.04,Q3,2024
San Juan - Beach District,La Union,72,2,1,2915000.0,40482.0,House,0.2,9.2,7.0,4.0,0.15,0.1,Q1,2024
Mandurriao - CBD Fringe,Iloilo,100,2,3,7333000.0,73328.0,Condo,12.0,4.5,8.5,8.0,0.1,0.04,Q1,2023
San Juan - Beach District,La Union,60,1,1,2607000.0,43447.0,House,0.2,9.2,7.0,4.0,0.15,0.1,Q3,2024
San Juan - Beach District,La Union,120,3,2,5225000.0,43541.0,House,0.2,9.2,7.0,4.0,0.15,0.1,Q2,2024
Mandurriao - CBD Fringe,Iloilo,85,2,1,4799000.0,56457.0,House,12.0,4.5,8.5,8.0,0.1,0.04,Q2,2024
San Fernando City,La Union,60,1,1,1747000.0,29118.0,House,5.0,5.2,7.2,4.0,0.12,0.02,Q2,2023
Molo - Heritage District,Iloilo,150,5,4,6376000.0,42504.0,Condo,5.0,5.0,6.5,5.8,0.2,0.05,Q3,2024
Molo - Heritage District,Iloilo,100,3,4,4489000.0,44893.0,Townhouse,5.0,5.0,6.5,5.8,0.2,0.05,Q3,2024
Iloilo Business Park - Megaworld,Iloilo,50,2,2,3830000.0,76595.0,Townhouse,15.0,5.5,9.2,9.5,0.05,0.08,Q2,2023
San Juan - Surf Town,La Union,60,2,1,2283000.0,38055.0,House,0.5,8.8,6.8,4.0,0.18,0.08,Q1,2024
Jaro - Residential,Iloilo,180,6,5,7451000.0,41397.0,Townhouse,14.0,3.5,7.0,6.5,0.15,0.03,Q2,2024
Diversion Road Corridor,Iloilo,120,3,2,6090000.0,50753.0,House,11.0,4.0,8.0,7.5,0.12,0.03,Q2,2024
Mandurriao - CBD Fringe,Iloilo,30,1,1,1996000.0,66529.0,Townhouse,12.0,4.5,8.5,8.0,0.1,0.04,Q3,2024
San Juan - Surf Town,La Union,50,1,1,1923000.0,38456.0,Townhouse,0.5,8.8,6.8,4.0,0.18,0.08,Q3,2024
Molo - Heritage District,Iloilo,150,5,6,6795000.0,45301.0,Townhouse,5.0,5.0,6.5,5.8,0.2,0.05,Q4,2024
Molo - Heritage District,Iloilo,85,2,1,3685000.0,43352.0,Condo,5.0,5.0,6.5,5.8,0.2,0.05,Q3,2023
Bauang - Coastal,La Union,72,2,1,2334000.0,32418.0,House,1.0,6.5,6.2,4.0,0.25,0.04,Q3,2024
Jaro - Residential,Iloilo,42,1,1,1857000.0,44224.0,House,14.0,3.5,7.0,6.5,0.15,0.03,Q4,2024
San Juan - Beach District,La Union,30,1,2,1288000.0,42946.0,Condo,0.2,9.2,7.0,4.0,0.15,0.1,Q3,2024
Bauang - Coastal,La Union,150,3,2,5149000.0,34328.0,Townhouse,1.0,6.5,6.2,4.0,0.25,0.04,Q4,2024
San Juan - Surf Town,La Union,150,3,4,7082000.0,47216.0,Condo,0.5,8.8,6.8,4.0,0.18,0.08,Q4,2023
Iloilo Business Park - Megaworld,Iloilo,120,2,2,8780000.0,73167.0,Condo,15.0,5.5,9.2,9.5,0.05,0.08,Q3,2023
Bauang - Inland,La Union,30,1,1,707000.0,23560.0,Condo,4.0,4.5,5.5,4.0,0.1,0.01,Q4,2024
Diversion Road Corridor,Iloilo,60,1,2,2837000.0,47284.0,House,11.0,4.0,8.0,7.5,0.12,0.03,Q3,2023
Molo - Heritage District,Iloilo,150,4,4,7137000.0,47579.0,Condo,5.0,5.0,6.5,5.8,0.2,0.05,Q2,2024
San Juan - Beach District,La Union,85,1,2,3831000.0,45069.0,Townhouse,0.2,9.2,7.0,4.0,0.15,0.1,Q1,2023
San Juan - Beach District,La Union,50,1,1,2207000.0,44139.0,Townhouse,0.2,9.2,7.0,4.0,0.15,0.1,Q1,2023
San Juan - Beach District,La Union,120,3,2,4837000.0,40311.0,Condo,0.2,9.2,7.0,4.0,0.15,0.1,Q3,2023
Bauang - Inland,La Union,72,1,2,1439000.0,19985.0,Townhouse,4.0,4.5,5.5,4.0,0.1,0.01,Q4,2023
Molo - Heritage District,Iloilo,150,4,5,7689000.0,51259.0,Condo,5.0,5.0,6.5,5.8,0.2,0.05,Q1,2023
San Fernando City,La Union,100,1,2,2407000.0,24069.0,House,5.0,5.2,7.2,4.0,0.12,0.02,Q2,2023
Jaro - Residential,Iloilo,42,1,2,1745000.0,41557.0,Condo,14.0,3.5,7.0,6.5,0.15,0.03,Q4,2023
Diversion Road Corridor,Iloilo,50,1,1,2542000.0,50838.0,House,11.0,4.0,8.0,7.5,0.12,0.03,Q3,2024
San Juan - Beach District,La Union,60,2,1,2716000.0,45274.0,House,0.2,9.2,7.0,4.0,0.15,0.1,Q3,2024
Mandurriao - CBD Fringe,Iloilo,150,4,5,9926000.0,66172.0,House,12.0,4.5,8.5,8.0,0.1,0.04,Q4,2023
Diversion Road Corridor,Iloilo,30,1,2,1513000.0,50426.0,Condo,11.0,4.0,8.0,7.5,0.12,0.03,Q3,2023
Jaro - Residential,Iloilo,50,2,1,2652000.0,53039.0,Condo,14.0,3.5,7.0,6.5,0.15,0.03,Q2,2023
Jaro - Residential,Iloilo,120,2,3,5577000.0,46478.0,Condo,14.0,3.5,7.0,6.5,0.15,0.03,Q3,2024
Bauang - Coastal,La Union,120,2,3,3953000.0,32940.0,Condo,1.0,6.5,6.2,4.0,0.25,0.04,Q2,2023
Diversion Road Corridor,Iloilo,120,3,2,6991000.0,58261.0,Townhouse,11.0,4.0,8.0,7.5,0.12,0.03,Q2,2024
Diversion Road Corridor,Iloilo,150,4,3,9072000.0,60482.0,House,11.0,4.0,8.0,7.5,0.12,0.03,Q4,2024
Molo - Heritage District,Iloilo,85,1,1,3803000.0,44744.0,Townhouse,5.0,5.0,6.5,5.8,0.2,0.05,Q1,2024
San Juan - Surf Town,La Union,30,1,2,1130000.0,37670.0,Townhouse,0.5,8.8,6.8,4.0,0.18,0.08,Q3,2023
Mandurriao - CBD Fringe,Iloilo,50,1,1,2959000.0,59183.0,House,12.0,4.5,8.5,8.0,0.1,0.04,Q4,2023
Jaro - Residential,Iloilo,30,1,1,1453000.0,48424.0,Townhouse,14.0,3.5,7.0,6.5,0.15,0.03,Q2,2024
Diversion Road Corridor,Iloilo,180,6,5,9910000.0,55058.0,House,11.0,4.0,8.0,7.5,0.12,0.03,Q3,2024
Mandurriao - CBD Fringe,Iloilo,30,1,1,1522000.0,50732.0,House,12.0,4.5,8.5,8.0,0.1,0.04,Q1,2024
San Fernando City,La Union,60,2,2,1817000.0,30286.0,Condo,5.0,5.2,7.2,4.0,0.12,0.02,Q1,2024
Bauang - Coastal,La Union,60,2,1,1979000.0,32976.0,Condo,1.0,6.5,6.2,4.0,0.25,0.04,Q1,2023
San Juan - Beach District,La Union,30,1,1,1360000.0,45343.0,Townhouse,0.2,9.2,7.0,4.0,0.15,0.1,Q3,2024
San Juan - Surf Town,La Union,42,1,2,2019000.0,48062.0,Condo,0.5,8.8,6.8,4.0,0.18,0.08,Q4,2024
Mandurriao - CBD Fringe,Iloilo,150,4,4,8940000.0,59601.0,House,12.0,4.5,8.5,8.0,0.1,0.04,Q1,2023
Bauang - Coastal,La Union,50,2,2,1765000.0,35299.0,Condo,1.0,6.5,6.2,4.0,0.25,0.04,Q1,2023
San Fernando City,La Union,42,1,2,1000000.0,23799.0,Townhouse,5.0,5.2,7.2,4.0,0.12,0.02,Q3,2024
San Juan - Surf Town,La Union,42,1,2,1837000.0,43744.0,House,0.5,8.8,6.8,4.0,0.18,0.08,Q1,2023
Molo - Heritage District,Iloilo,150,4,3,7695000.0,51298.0,Condo,5.0,5.0,6.5,5.8,0.2,0.05,Q1,2024
Diversion Road Corridor,Iloilo,42,1,2,2070000.0,49293.0,House,11.0,4.0,8.0,7.5,0.12,0.03,Q4,2023
Diversion Road Corridor,Iloilo,100,2,2,4798000.0,47983.0,House,11.0,4.0,8.0,7.5,0.12,0.03,Q3,2023
Diversion Road Corridor,Iloilo,85,3,4,4316000.0,50774.0,Condo,11.0,4.0,8.0,7.5,0.12,0.03,Q4,2024
Bauang - Coastal,La Union,42,2,3,1424000.0,33911.0,House,1.0,6.5,6.2,4.0,0.25,0.04,Q3,2023
San Fernando City,La Union,120,4,4,3216000.0,26801.0,Condo,5.0,5.2,7.2,4.0,0.12,0.02,Q2,2023
Mandurriao - CBD Fringe,Iloilo,150,4,4,8201000.0,54671.0,Townhouse,12.0,4.5,8.5,8.0,0.1,0.04,Q2,2023
Bauang - Inland,La Union,180,4,5,4922000.0,27344.0,Condo,4.0,4.5,5.5,4.0,0.1,0.01,Q2,2024
Bauang - Coastal,La Union,42,2,2,1524000.0,36296.0,Condo,1.0,6.5,6.2,4.0,0.25,0.04,Q3,2023
Bauang - Inland,La Union,85,2,3,1707000.0,20079.0,House,4.0,4.5,5.5,4.0,0.1,0.01,Q4,2024
Molo - Heritage District,Iloilo,60,2,3,2229000.0,37151.0,Townhouse,5.0,5.0,6.5,5.8,0.2,0.05,Q3,2024
Bauang - Coastal,La Union,30,1,2,977000.0,32551.0,House,1.0,6.5,6.2,4.0,0.25,0.04,Q4,2023
Bauang - Coastal,La Union,120,3,3,4239000.0,35327.0,Townhouse,1.0,6.5,6.2,4.0,0.25,0.04,Q4,2023
Bauang - Coastal,La Union,85,3,2,3181000.0,37422.0,Townhouse,1.0,6.5,6.2,4.0,0.25,0.04,Q3,2024
Bauang - Coastal,La Union,120,2,2,4497000.0,37474.0,House,1.0,6.5,6.2,4.0,0.25,0.04,Q4,2023
Jaro - Residential,Iloilo,150,3,4,7347000.0,48978.0,Townhouse,14.0,3.5,7.0,6.5,0.15,0.03,Q3,2024
Jaro - Residential,Iloilo,120,3,2,5527000.0,46057.0,Condo,14.0,3.5,7.0,6.5,0.15,0.03,Q1,2024
Jaro - Residential,Iloilo,72,3,2,3353000.0,46565.0,House,14.0,3.5,7.0,6.5,0.15,0.03,Q4,2024
San Juan - Surf Town,La Union,42,1,1,1600000.0,38086.0,Condo,0.5,8.8,6.8,4.0,0.18,0.08,Q2,2023
Jaro - Residential,Iloilo,100,1,2,4117000.0,41173.0,House,14.0,3.5,7.0,6.5,0.15,0.03,Q3,2024
Mandurriao - CBD Fringe,Iloilo,180,4,4,10506000.0,58366.0,Townhouse,12.0,4.5,8.5,8.0,0.1,0.04,Q4,2024
Jaro - Residential,Iloilo,100,3,4,4407000.0,44068.0,House,14.0,3.5,7.0,6.5,0.15,0.03,Q1,2024
Jaro - Residential,Iloilo,180,6,7,8721000.0,48447.0,Townhouse,14.0,3.5,7.0,6.5,0.15,0.03,Q2,2023
Jaro - Residential,Iloilo,50,1,1,2528000.0,50559.0,Condo,14.0,3.5,7.0,6.5,0.15,0.03,Q4,2023
San Juan - Surf Town,La Union,150,5,5,5515000.0,36769.0,Townhouse,0.5,8.8,6.8,4.0,0.18,0.08,Q3,2023
Diversion Road Corridor,Iloilo,120,4,3,5424000.0,45198.0,Townhouse,11.0,4.0,8.0,7.5,0.12,0.03,Q3,2024
Mandurriao - CBD Fringe,Iloilo,120,2,1,8595000.0,71629.0,Condo,12.0,4.5,8.5,8.0,0.1,0.04,Q4,2024
Molo - Heritage District,Iloilo,72,1,2,3084000.0,42835.0,Townhouse,5.0,5.0,6.5,5.8,0.2,0.05,Q1,2023
Jaro - Residential,Iloilo,60,1,2,2667000.0,44451.0,Townhouse,14.0,3.5,7.0,6.5,0.15,0.03,Q3,2023
Jaro - Residential,Iloilo,150,3,3,6035000.0,40230.0,House,14.0,3.5,7.0,6.5,0.15,0.03,Q4,2024
Bauang - Coastal,La Union,120,3,4,3606000.0,30047.0,House,1.0,6.5,6.2,4.0,0.25,0.04,Q4,2024
San Fernando City,La Union,100,2,2,2529000.0,25294.0,House,5.0,5.2,7.2,4.0,0.12,0.02,Q3,2024
Molo - Heritage District,Iloilo,120,3,2,5305000.0,44210.0,House,5.0,5.0,6.5,5.8,0.2,0.05,Q3,2024
Bauang - Inland,La Union,50,1,2,1112000.0,22242.0,Condo,4.0,4.5,5.5,4.0,0.1,0.01,Q3,2023
Mandurriao - CBD Fringe,Iloilo,60,1,2,3763000.0,62716.0,House,12.0,4.5,8.5,8.0,0.1,0.04,Q4,2023
Bauang - Coastal,La Union,30,1,1,1139000.0,37973.0,Condo,1.0,6.5,6.2,4.0,0.25,0.04,Q3,2024
Bauang - Inland,La Union,100,3,3,2515000.0,25148.0,Condo,4.0,4.5,5.5,4.0,0.1,0.01,Q3,2023
Jaro - Residential,Iloilo,30,1,1,1392000.0,46408.0,House,14.0,3.5,7.0,6.5,0.15,0.03,Q3,2024
Diversion Road Corridor,Iloilo,150,4,4,8264000.0,55092.0,Townhouse,11.0,4.0,8.0,7.5,0.12,0.03,Q3,2023
Bauang - Coastal,La Union,60,2,1,1949000.0,32482.0,House,1.0,6.5,6.2,4.0,0.25,0.04,Q3,2023
Bauang - Coastal,La Union,60,2,2,2330000.0,38839.0,Townhouse,1.0,6.5,6.2,4.0,0.25,0.04,Q4,2024
San Juan - Surf Town,La Union,60,1,1,2114000.0,35231.0,House,0.5,8.8,6.8,4.0,0.18,0.08,Q2,2023
Jaro - Residential,Iloilo,50,1,2,1941000.0,38829.0,House,14.0,3.5,7.0,6.5,0.15,0.03,Q1,2023
Bauang - Coastal,La Union,50,1,1,1692000.0,33846.0,House,1.0,6.5,6.2,4.0,0.25,0.04,Q2,2024
San Juan - Surf Town,La Union,42,1,2,2039000.0,48539.0,Condo,0.5,8.8,6.8,4.0,0.18,0.08,Q2,2023
Bauang - Inland,La Union,72,3,2,1904000.0,26446.0,Condo,4.0,4.5,5.5,4.0,0.1,0.01,Q3,2024
Molo - Heritage District,Iloilo,100,3,3,3710000.0,37100.0,Townhouse,5.0,5.0,6.5,5.8,0.2,0.05,Q2,2023
Diversion Road Corridor,Iloilo,85,3,4,5171000.0,60837.0,Townhouse,11.0,4.0,8.0,7.5,0.12,0.03,Q2,2024
San Fernando City,La Union,100,1,1,2976000.0,29760.0,House,5.0,5.2,7.2,4.0,0.12,0.02,Q3,2023
Diversion Road Corridor,Iloilo,60,1,1,3130000.0,52159.0,Condo,11.0,4.0,8.0,7.5,0.12,0.03,Q4,2024
Jaro - Residential,Iloilo,30,1,1,1209000.0,40287.0,Condo,14.0,3.5,7.0,6.5,0.15,0.03,Q3,2024
Bauang - Coastal,La Union,30,1,1,932000.0,31074.0,House,1.0,6.5,6.2,4.0,0.25,0.04,Q4,2024
Jaro - Residential,Iloilo,72,1,1,3368000.0,46773.0,Townhouse,14.0,3.5,7.0,6.5,0.15,0.03,Q1,2024
Iloilo Business Park - Megaworld,Iloilo,100,3,2,8842000.0,88424.0,Condo,15.0,5.5,9.2,9.5,0.05,0.08,Q4,2023
San Fernando City,La Union,42,2,3,1023000.0,24356.0,Condo,5.0,5.2,7.2,4.0,0.12,0.02,Q4,2024
San Juan - Surf Town,La Union,72,1,1,2620000.0,36394.0,Townhouse,0.5,8.8,6.8,4.0,0.18,0.08,Q2,2023
Bauang - Coastal,La Union,42,2,1,1392000.0,33132.0,House,1.0,6.5,6.2,4.0,0.25,0.04,Q4,2023
San Fernando City,La Union,30,1,1,712000.0,23731.0,House,5.0,5.2,7.2,4.0,0.12,0.02,Q4,2024
Iloilo Business Park - Megaworld,Iloilo,180,4,5,11375000.0,63192.0,House,15.0,5.5,9.2,9.5,0.05,0.08,Q4,2024
Diversion Road Corridor,Iloilo,30,1,1,1975000.0,65834.0,Condo,11.0,4.0,8.0,7.5,0.12,0.03,Q1,2023
Molo - Heritage District,Iloilo,60,1,1,2700000.0,45006.0,Townhouse,5.0,5.0,6.5,5.8,0.2,0.05,Q2,2023
San Juan - Beach District,La Union,50,1,1,2188000.0,43761.0,Townhouse,0.2,9.2,7.0,4.0,0.15,0.1,Q4,2024
Molo - Heritage District,Iloilo,50,1,2,2274000.0,45471.0,House,5.0,5.0,6.5,5.8,0.2,0.05,Q1,2023
San Fernando City,La Union,120,2,1,3379000.0,28161.0,Condo,5.0,5.2,7.2,4.0,0.12,0.02,Q4,2024
Molo - Heritage District,Iloilo,180,5,5,7466000.0,41476.0,Townhouse,5.0,5.0,6.5,5.8,0.2,0.05,Q4,2023
Iloilo Business Park - Megaworld,Iloilo,180,6,7,13411000.0,74508.0,Condo,15.0,5.5,9.2,9.5,0.05,0.08,Q1,2024
Bauang - Inland,La Union,50,1,1,1358000.0,27151.0,Condo,4.0,4.5,5.5,4.0,0.1,0.01,Q3,2024
San Juan - Beach District,La Union,85,1,2,3734000.0,43928.0,Condo,0.2,9.2,7.0,4.0,0.15,0.1,Q1,2024
Molo - Heritage District,Iloilo,100,1,1,4860000.0,48604.0,Condo,5.0,5.0,6.5,5.8,0.2,0.05,Q4,2023
San Juan - Surf Town,La Union,42,1,2,1629000.0,38795.0,House,0.5,8.8,6.8,4.0,0.18,0.08,Q4,2023
Bauang - Inland,La Union,100,1,1,2428000.0,24285.0,Townhouse,4.0,4.5,5.5,4.0,0.1,0.01,Q1,2024
Molo - Heritage District,Iloilo,60,2,1,2896000.0,48265.0,House,5.0,5.0,6.5,5.8,0.2,0.05,Q2,2023
Bauang - Inland,La Union,60,1,1,1419000.0,23650.0,Condo,4.0,4.5,5.5,4.0,0.1,0.01,Q1,2024
Molo - Heritage District,Iloilo,72,2,2,2699000.0,37484.0,Townhouse,5.0,5.0,6.5,5.8,0.2,0.05,Q1,2024
San Fernando City,La Union,180,4,4,4961000.0,27563.0,House,5.0,5.2,7.2,4.0,0.12,0.02,Q4,2024
San Fernando City,La Union,180,4,4,5170000.0,28721.0,Townhouse,5.0,5.2,7.2,4.0,0.12,0.02,Q2,2024
Bauang - Inland,La Union,30,1,1,667000.0,22232.0,Condo,4.0,4.5,5.5,4.0,0.1,0.01,Q2,2023
Diversion Road Corridor,Iloilo,72,2,3,4576000.0,63557.0,Condo,11.0,4.0,8.0,7.5,0.12,0.03,Q2,2023
Iloilo Business Park - Megaworld,Iloilo,42,1,1,3533000.0,84123.0,House,15.0,5.5,9.2,9.5,0.05,0.08,Q4,2024
San Juan - Beach District,La Union,150,3,3,5934000.0,39559.0,Condo,0.2,9.2,7.0,4.0,0.15,0.1,Q4,2024
Molo - Heritage District,Iloilo,50,1,1,2245000.0,44900.0,Townhouse,5.0,5.0,6.5,5.8,0.2,0.05,Q1,2023
Molo - Heritage District,Iloilo,120,3,2,4886000.0,40719.0,Townhouse,5.0,5.0,6.5,5.8,0.2,0.05,Q3,2023
Iloilo Business Park - Megaworld,Iloilo,42,1,2,3390000.0,80704.0,House,15.0,5.5,9.2,9.5,0.05,0.08,Q4,2024
Iloilo Business Park - Megaworld,Iloilo,50,2,2,3946000.0,78917.0,Townhouse,15.0,5.5,9.2,9.5,0.05,0.08,Q4,2024
Bauang - Inland,La Union,85,3,2,2269000.0,26690.0,Condo,4.0,4.5,5.5,4.0,0.1,0.01,Q1,2023
